,KEGG,Pubchem SID,Pubchem CID
4305,C14299,17395299,30773
4306,C14300,17395300,8561
4307,C14301,17395301,8268
4308,C14302,17395302,6950
4309,C14303,17395303,444865
4310,C14308,17395308,5366546
4311,C14310,17395310,15965
4312,C14312,17395312,4937
4313,C14313,17395313,5284648
4314,C14315,17395315,8418
4315,C14317,17395317,5954
4316,C14318,17395318,9117
4317,C14319,17395319,104850
4318,C14320,17395320,9153
4319,C14321,17395321,9158
4320,C14322,17395322,2730
4321,C14324,17395324,3017
4322,C14325,17395325,5889
4323,C14326,17395326,3082
4324,C14327,17395327,13930
4325,C14328,17395328,7239
4326,C14332,17395332,30479
4327,C14333,17395333,32154
4328,C14334,17395334,4944
4329,C14335,17395335,31423
4330,C14336,17395336,7280
4331,C14337,17395337,11442
4332,C14338,17395338,6720
4333,C14341,17395341,80152
4334,C14343,17395343,5569
4335,C14344,17395344,182362
4336,C14348,17395348,2286
4337,C14384,17395384,9201
4338,C14387,17395387,4767
4339,C14388,17395388,40326
4340,C14392,17395392,223368
4341,C14394,17395394,7473
4342,C14395,17395395,7407
4343,C14396,17395396,7406
4344,C14398,17395398,2723650
4345,C14399,17395399,7289
4346,C14400,17395400,7285
4347,C14401,17395401,7261
4348,C14403,17395403,7242
4349,C14404,17395404,1489
4350,C14406,17395406,13462
4351,C14407,17395407,6945
4352,C14415,17395415,2723790
4353,C14416,17395416,5284476
4354,C14420,17395420,3346
4355,C14421,17395421,21694
4356,C14422,17395422,5921
4357,C14423,17395423,39185
4358,C14424,17395424,39184
4359,C14425,17395425,19588
4360,C14426,17395426,1982
4361,C14427,17395427,37123
4362,C14428,17395428,34192
4363,C14429,17395429,17435
4364,C14430,17395430,3039
4365,C14431,17395431,13709
4366,C14432,17395432,3032791
4367,C14433,17395433,2314
4368,C14434,17395434,16421
4369,C14435,17395435,9128
4370,C14436,17395436,28292
4371,C14438,17395438,8606
4372,C14440,17395440,31275
4373,C14442,17395442,31200
4374,C14443,17395443,8413
4375,C14444,17395444,8341
4376,C14445,17395445,8295
4377,C14449,17395449,7835
4378,C14450,17395450,7812
4379,C14452,17395452,8083
4380,C14456,17395456,7474
4381,C14457,17395457,13905
4382,C14469,17395469,8559
4383,C14470,17395470,1674
4384,C14472,17395472,96118
4385,C14476,17395476,73207
4386,C14504,17395504,6786
4387,C14506,17395506,2728
4388,C14510,17395510,8292
4389,C14512,17395512,9223
4390,C14513,17395513,5284462
4391,C14514,17395514,17109
4392,C14516,17395516,3840
4393,C14517,17395517,91644
4394,C14520,17395520,21803
4395,C14524,17395524,50980
4396,C14525,17395525,91716
4397,C14526,17395526,91740
4398,C14527,17395527,6658
4399,C14529,17395529,6777
4400,C14532,17395532,7158
4401,C14536,17395536,5317750
4402,C14540,17395540,6436726
4403,C14568,17395568,53079
4404,C14571,17395571,91679
4405,C14573,17395573,63090
4406,C14574,17395574,10522
4407,C14579,17395579,17040
4408,C14580,17395580,29307
4409,C14584,17395584,7639
4410,C14592,17395592,135436526
4411,C14595,17395595,12699
4412,C14622,17395622,745105
4413,C14662,17395661,639659
4414,C14679,17395678,1245920
4415,C14685,17395684,7647
4416,C14688,17395687,8115
4417,C14692,17395691,31296
4418,C14693,17395692,31404
4419,C14694,17395693,8679
4420,C14695,17395694,8758
4421,C14701,17395700,15939
4422,C14704,17395703,6124
4423,C14705,17395704,12418
4424,C14706,17395705,6163
4425,C14707,17395706,5558
4426,C14708,17395707,6359
4427,C14717,17395716,5311211
4428,C14723,17395722,46173803
4429,C14732,17395731,5283159
4430,C14739,17395737,10780574
4431,C14740,17395738,3035966
4432,C14742,17395740,6838
4433,C14744,17395742,2943
4434,C14746,17395744,22544
4435,C14748,17395746,5283157
4436,C14749,17395747,9548883
4437,C14750,17395748,5284645
4438,C14751,17395749,6437352
4439,C14752,17395750,2999413
4440,C14759,17395757,7579
4441,C14760,17395758,5360545
4442,C14762,17395760,6443013
4443,C14763,17395761,5284650
4444,C14765,17395763,6446027
4445,C14766,17395764,9839084
4446,C14767,17395765,5312830
4447,C14768,17395766,5283202
4448,C14769,17395767,5283203
4449,C14770,17395768,5283204
4450,C14771,17395769,5283205
4451,C14772,17395770,5283142
4452,C14773,17395771,5283144
4453,C14774,17395772,5283146
4454,C14775,17395773,5283147
4455,C14776,17395774,5283154
4456,C14777,17395775,5283155
4457,C14778,17395776,9548884
4458,C14779,17395777,5283167
4459,C14780,17395778,5283168
4460,C14781,17395779,11954042
4461,C14782,17395780,11954043
4462,C14790,17395788,8640
4463,C14794,17395792,9548881
4464,C14795,17395793,9548882
4465,C14807,17395805,5283162
4466,C14808,17395806,5283211
4467,C14809,17395807,5283208
4468,C14810,17395808,16759353
4469,C14811,17395809,121494004
4470,C14812,17395810,9548885
4471,C14813,17395811,11954058
4472,C14814,17395812,11954059
4473,C14815,17395813,11954060
4474,C14820,17395818,9548886
4475,C14821,17395819,9548878
4476,C14822,17395820,5283156
4477,C14823,17395821,9548880
4478,C14824,17395822,5283163
4479,C14825,17395823,5316080
4480,C14826,17395824,5281128
4481,C14827,17395825,9548877
4482,C14828,17395826,9966640
4483,C14829,17395827,10236635
4484,C14831,17395829,6438758
4485,C14832,17395830,11954062
4486,C14833,17395831,9858729
4487,C14834,17395832,5283016
4488,C14835,17395833,5282965
4489,C14836,17395834,18172
4490,C14837,17395835,11954063
4491,C14866,17395864,6407
4492,C14942,17395940,256420
4493,C14953,17395951,72815
4494,C14985,17395983,243760
4495,C14987,17395985,243756
4496,C14993,17395990,243756
4497,C15019,17396016,244387
4498,C15066,17396063,5945639
4499,C15109,17396106,96539
4500,C15118,17396115,242486
4501,C15131,17396128,6183584
4502,C15214,17396211,727
4503,C15225,17396222,727
4504,C15229,17396226,23994
4505,C15230,17396227,33294
4506,C15231,17396228,
4507,C15232,17396229,3000605
4508,C15268,17396265,248990
4509,C15274,17396271,11954143
4510,C15296,17396293,5377860
4511,C15337,17396334,11452005
4512,C15428,17396425,11954171
4513,C15435,17396432,16683004
4514,C15441,17396438,5287939
4515,C15457,17396454,248989
4516,C15469,17396466,248989
4517,C15470,17396467,248989
4518,C15474,17396468,10789
4519,C15475,17396469,21632
4520,C15476,17396470,185859
4521,C15477,17396471,9577272
4522,C15478,17396472,11744954
4523,C15479,17396473,11954185
4524,C15480,17396474,11954186
4525,C15481,17396475,11954187
4526,C15482,17396476,10909430
4527,C15492,17396484,446798
4528,C15493,17396485,449171
4529,C15508,17396500,6378
4530,C15509,17396501,10617107
4531,C15510,17396502,11954192
4532,C15511,17396503,11954193
4533,C15513,17396505,8785
4534,C15515,17396507,5283821
4535,C15517,17396509,5283820
4536,C15525,17396517,5461154
4537,C15530,17396522,101301
4538,C15531,17396523,5319688
4539,C15550,17396542,56928084
4540,C15563,17396555,135476781
4541,C15567,17396559,11954208
4542,C15579,17396571,11954209
4543,C15580,17396572,11954210
4544,C15581,17396573,11954211
4545,C15582,17396574,11954212
4546,C15586,17396578,68368
4547,C15608,17396599,10680
4548,C15610,17396601,99470
4549,C15612,17396603,5380876
4550,C15630,17396620,447912
4551,C15631,17396621,447905
4552,C15632,17396622,3247059
4553,C15635,17396625,9893571
4554,C15638,17396628,449196
4555,C15649,17396639,5326713
4556,C15670,47204997,135510646
4557,C15672,47204998,6102512
4558,C15694,47205020,9891226
4559,C15713,47205039,14217092
4560,C15720,47205046,3979
4561,C15740,47205066,164754
4562,C15757,47205083,3010886
4563,C15773,47205099,
4564,C15776,47205102,193524
4565,C15777,47205103,5283662
4566,C15778,47205104,46173808
4567,C15780,47205105,10894570
4568,C15781,47205106,53297366
4569,C15782,47205107,12795736
4570,C15783,47205108,23724575
4571,C15784,47205109,11988278
4572,C15785,47205110,11988279
4573,C15786,47205111,23724578
4574,C15787,47205112,23724579
4575,C15788,47205113,23724580
4576,C15789,47205114,23724581
4577,C15790,47205115,23724582
4578,C15791,47205116,23724583
4579,C15792,47205117,23724584
4580,C15793,47205118,23724585
4581,C15794,47205119,23724586
4582,C15795,47205120,23724587
4583,C15796,47205121,23724588
4584,C15797,47205122,23724589
4585,C15798,47205123,23724590
4586,C15799,47205124,23724591
4587,C15800,47205125,23724592
4588,C15801,47205126,23724593
4589,C15802,47205127,23724594
4590,C15848,47205168,3082042
4591,C15849,47205169,123814
4592,C15850,47205170,123805
4593,C15851,47205171,71745056
4594,C15852,47205172,9874518
4595,C15855,47205175,9874518
4596,C15856,47205176,9874518
4597,C15857,47205177,6440490
4598,C15858,47205178,10918539
4599,C15859,47205179,14730337
4600,C15861,47205181,23724600
4601,C15863,47205183,23724600
4602,C15864,47205184,
4603,C15865,47205185,
4604,C15866,47205186,
4605,C15867,47205187,16061227
4606,C15868,47205188,16061227
4607,C15869,47205189,16061227
4608,C15871,47205191,16061227
4609,C15874,47205194,16061249
4610,C15876,47205196,16061249
4611,C15877,47205197,5368308
4612,C15878,47205198,5366505
4613,C15879,47205199,5366504
4614,C15881,47205201,5366506
4615,C15884,47205204,16061269
4616,C15885,47205205,5366509
4617,C15886,47205206,16061256
4618,C15887,47205207,16061257
4619,C15888,47205208,5366411
4620,C15890,47205210,5366411
4621,C15891,47205211,5366411
4622,C15892,47205212,9915740
4623,C15894,47205214,9915740
4624,C15895,47205215,16061265
4625,C15898,47205217,16061251
4626,C15900,47205219,6368932
4627,C15901,47205220,6368932
4628,C15902,47205221,16061266
4629,C15903,47205222,5366412
4630,C15905,47205224,16061267
4631,C15906,47205225,16061267
4632,C15907,47205226,16061276
4633,C15908,47205227,10098570
4634,C15910,47205228,10007317
4635,C15911,47205229,10099075
4636,C15914,47205232,23724603
4637,C15917,47205235,
4638,C15919,47205237,16061290
4639,C15921,47205239,16061290
4640,C15922,47205240,16061290
4641,C15923,47205241,10130220
4642,C15928,47205246,16061238
4643,C15932,47205250,23724608
4644,C15933,47205251,16061292
4645,C15943,47205259,9984420
4646,C15947,47205263,9984420
4647,C15949,47205265,9984420
4648,C15956,47205269,23724617
4649,C15957,47205270,23724618
4650,C15958,47205271,23724619
4651,C15959,47205272,23724620
4652,C15963,47205276,23724621
4653,C15964,47205277,23724622
4654,C15965,47205278,16061233
4655,C15966,47205279,16061232
4656,C15967,47205280,16061231
4657,C15968,47205281,16061189
4658,C15969,47205282,10533723
4659,C15971,47205284,11988272
4660,C15981,47205294,23724629
4661,C15983,47205296,23724631
4662,C15984,47205297,23724632
4663,C15988,47205301,12235230
4664,C15989,47205302,23724633
4665,C16000,47205311,23724633
4666,C16003,47205314,23724633
4667,C16004,47205315,23724633
4668,C16005,47205316,23724633
4669,C16006,47205317,23724633
4670,C16007,47205318,23724633
4671,C16008,47205319,123643
4672,C16009,47205320,123643
4673,C16010,47205321,123643
4674,C16012,47205323,123643
4675,C16013,47205324,123643
4676,C16014,47205325,98511
4677,C16016,47205327,98511
4678,C16017,47205328,98511
4679,C16018,47205329,98511
4680,C16019,47205330,98511
4681,C16020,47205331,98511
4682,C16021,47205332,98511
4683,C16022,47205333,98511
4684,C16023,47205334,98511
4685,C16024,47205335,98511
4686,C16025,47205336,98511
4687,C16027,47205337,98511
4688,C16028,47205338,11052747
4689,C16029,47205339,11052747
4690,C16030,47205340,11052747
4691,C16031,47205341,11052747
4692,C16032,47205342,11052747
4693,C16033,47205343,11052747
4694,C16034,47205344,11052747
4695,C16035,47205345,11052747
4696,C16036,47205346,11052747
4697,C16037,47205347,11052747
4698,C16038,47205348,1530
4699,C16039,47205349,1530
4700,C16040,47205350,1530
4701,C16041,47205351,1530
4702,C16042,47205352,1530
4703,C16043,47205353,1530
4704,C16044,47205354,1530
4705,C16045,47205355,1530
4706,C16046,47205356,1530
4707,C16047,47205357,1530
4708,C16048,47205358,1530
4709,C16049,47205359,1530
4710,C16050,47205360,1530
4711,C16051,47205361,1530
4712,C16052,47205362,1530
4713,C16053,47205363,1530
4714,C16054,47205364,1530
4715,C16055,47205365,1530
4716,C16056,47205366,1530
4717,C16057,47205367,1530
4718,C16058,47205368,1530
4719,C16059,47205369,1530
4720,C16060,47205370,1530
4721,C16061,47205371,1530
4722,C16062,47205372,1530
4723,C16063,47205373,1530
4724,C16064,47205374,1530
4725,C16065,47205375,1530
4726,C16066,47205376,1530
4727,C16067,47205377,1530
4728,C16076,47205386,1530
4729,C16077,47205387,1530
4730,C16078,47205388,1530
4731,C16079,47205389,1530
4732,C16080,47205390,1530
4733,C16081,47205391,1530
4734,C16082,47205392,1530
4735,C16084,47205394,1530
4736,C16085,47205395,1530
4737,C16086,47205396,1530
4738,C16087,47205397,1530
4739,C16088,47205398,1530
4740,C16089,47205399,1530
4741,C16090,47205400,1530
4742,C16091,47205401,1530
4743,C16092,47205402,1530
4744,C16093,47205403,1530
4745,C16094,47205404,1530
4746,C16095,47205405,1530
4747,C16096,47205406,1530
4748,C16097,47205407,13561815
4749,C16098,47205408,5311312
4750,C16099,47205409,5311312
4751,C16100,47205410,5311312
4752,C16101,47205411,5311312
4753,C16102,47205412,5311312
4754,C16103,47205413,5311312
4755,C16104,47205414,5311312
4756,C16105,47205415,5311312
4757,C16106,47205416,5311312
4758,C16107,47205417,5311312
4759,C16108,47205418,122176
4760,C16109,47205419,122176
4761,C16110,47205420,122176
4762,C16111,47205421,122176
4763,C16112,47205422,122176
4764,C16113,47205423,122176
4765,C16114,47205424,122176
4766,C16115,47205425,122176
4767,C16117,47205427,122176
4768,C16118,47205428,122176
4769,C16119,47205429,122176
4770,C16120,47205430,122176
4771,C16121,47205431,122176
4772,C16122,47205432,122176
4773,C16123,47205433,122176
4774,C16124,47205434,122176
4775,C16125,47205435,122176
4776,C16126,47205436,122176
4777,C16127,47205437,122176
4778,C16128,47205438,122176
4779,C16129,47205439,122176
4780,C16130,47205440,122176
4781,C16131,47205441,122176
4782,C16132,47205442,122176
4783,C16133,47205443,122176
4784,C16134,47205444,122176
4785,C16135,47205445,122176
4786,C16136,47205446,122176
4787,C16137,47205447,122176
4788,C16138,47205448,5460671
4789,C16141,47205451,9548705
4790,C16142,47205452,5317570
4791,C16143,47205453,16667385
4792,C16144,47205454,14019219
4793,C16145,47205455,6443791
4794,C16156,47205466,46173812
4795,C16157,47205467,44229076
4796,C16160,47205470,
4797,C16161,47205471,
4798,C16162,47205472,25164091
4799,C16163,47205473,56928001
4800,C16164,47205474,56928013
4801,C16165,47205475,56927904
4802,C16166,47205476,56928012
4803,C16167,47205477,56928006
4804,C16168,47205478,56927909
4805,C16169,47205479,70678705
4806,C16170,47205480,56927910
4807,C16171,47205481,56928014
4808,C16172,47205482,56927911
4809,C16173,47205483,71448905
4810,C16178,47205487,71448905
4811,C16179,47205488,71448906
4812,C16180,47205489,49859713
4813,C16185,47205493,9831416
4814,C16187,47205495,25202196
4815,C16188,47205496,15337591
4816,C16190,47205498,9860663
4817,C16191,47205499,9913968
4818,C16192,47205500,15934091
4819,C16195,47205503,187808
4820,C16197,47205505,23724657
4821,C16207,47205515,6780
4822,C16216,47205524,22833664
4823,C16217,47205525,24906329
4824,C16219,47205527,
4825,C16220,47205528,
4826,C16222,47205530,23724663
4827,C16223,47205531,23724664
4828,C16224,47205532,23724665
4829,C16225,47205533,182259
4830,C16226,47205534,23724666
4831,C16227,47205535,23724667
4832,C16228,47205536,23724668
4833,C16229,47205537,161298
4834,C16230,47205538,9543463
4835,C16231,47205539,23724669
4836,C16233,47205541,23724671
4837,C16241,47205549,6112
4838,C16269,47205577,23724686
4839,C16274,47205582,23724689
4840,C16275,47205583,23724690
4841,C16276,47205584,446439
4842,C16282,47205590,16061255
4843,C16284,47205592,16061239
4844,C16286,47205594,29746
4845,C16288,47205596,23724696
4846,C16289,47205597,23724697
4847,C16290,47205598,23724698
4848,C16291,47205599,16061228
4849,C16292,47205600,23724699
4850,C16293,47205601,23724700
4851,C16294,47205602,23724701
4852,C16295,47205603,9897848
4853,C16296,47205604,23724702
4854,C16297,47205605,11227154
4855,C16298,47205606,15126294
4856,C16299,47205607,11972402
4857,C16300,47205608,5312508
4858,C16301,47205609,14311158
4859,C16302,47205610,16173494
4860,C16303,47205611,10843319
4861,C16304,47205612,23724703
4862,C16305,47205613,23724704
4863,C16306,47205614,11169452
4864,C16307,47205615,23724705
4865,C16309,47205617,5312889
4866,C16311,47205619,9548789
4867,C16312,47205620,10100906
4868,C16313,47205621,23724706
4869,C16314,47205622,23724707
4870,C16315,47205623,5492231
4871,C16316,47205624,16061072
4872,C16317,47205625,7251183
4873,C16318,47205626,6427970
4874,C16321,47205629,6450029
4875,C16322,47205630,75704
4876,C16324,47205632,23724711
4877,C16325,47205633,23724712
4878,C16326,47205634,6439873
4879,C16340,47205648,10098571
4880,C16341,47205649,23724727
4881,C16342,47205650,16061058
4882,C16344,47205652,16061034
4883,C16345,47205653,23724728
4884,C16346,47205654,10708957
4885,C16347,47205655,16061289
4886,C16349,47205657,23724729
4887,C16350,47205658,23724730
4888,C16351,47205659,23724731
4889,C16352,47205660,23724732
4890,C16353,47205661,68374
4891,C16354,47205662,6444318
4892,C16355,47205663,69160
4893,C16356,47205664,91611
4894,C16357,47205665,70639
4895,C16358,47205666,80220
4896,C16359,47205667,69726
4897,C16360,47205668,83126
4898,C16361,47205669,79437
4899,C16367,47205675,11157896
4900,C16368,47205676,23724733
4901,C16369,47205677,23724734
4902,C16370,47205678,15922818
4903,C16371,47205679,23724735
4904,C16372,47205680,23724736
4905,C16373,47205681,23724737
4906,C16374,47205682,70678741
4907,C16375,47205683,134822637
4908,C16376,47205684,70678653
4909,C16387,47205685,71448921
4910,C16388,47205686,134822638
4911,C16389,47205687,71448923
4912,C16391,47205689,8376
4913,C16398,47205696,7444
4914,C16404,47205702,6474295
4915,C16405,47205703,21117850
4916,C16406,47205704,5318659
4917,C16407,47205705,23724744
4918,C16408,47205706,23724745
4919,C16409,47205707,5321164
4920,C16410,47205708,23724746
4921,C16415,47205713,13886897
4922,C16416,47205714,6443339
4923,C16417,47205715,639665
4924,C16418,47205716,148556
4925,C16419,47205717,73201
4926,C16422,47205720,147394
4927,C16423,47205721,23724747
4928,C16442,47205738,23724747
4929,C16443,47205739,6450275
4930,C16444,47205740,7111
4931,C16446,47205742,10307
4932,C16450,47205746,7845
4933,C16451,47205747,7845
4934,C16452,47205748,27919
4935,C16453,47205749,47289
4936,C16454,47205750,61773
4937,C16455,47205751,6328538
4938,C16456,47205752,9877911
4939,C16457,47205753,6328553
4940,C16458,47205754,6328553
4941,C16459,47205755,6328553
4942,C16460,47205756,5460467
4943,C16462,47205758,10402
4944,C16486,47205782,
4945,C16490,47205786,9986191
4946,C16491,47205787,44468060
4947,C16492,47205788,23724768
4948,C16512,49661772,4671
4949,C16513,49661773,5497182
4950,C16517,51090846,24892786
4951,C16521,51090850,6557
4952,C16522,51090851,5312529
4953,C16523,51090852,24892787
4954,C16524,51090853,11377671
4955,C16525,51090854,6439848
4956,C16526,51090855,5282768
4957,C16527,51090856,5497181
4958,C16528,51090857,168166
4959,C16529,51090858,3082227
4960,C16530,51090859,71448924
4961,C16531,51090860,71448925
4962,C16532,51090861,71448926
4963,C16533,51090862,5312554
4964,C16534,51090863,5312556
4965,C16535,51090864,12591
4966,C16536,51090865,5312440
4967,C16537,51090866,13849
4968,C16578,51090907,5360621
4969,C16588,51090915,86962
4970,C16589,51090916,146903
4971,C16590,51090917,169732
4972,C16593,51090920,3016713
4973,C16604,51090930,13103864
4974,C16616,51090942,3038401
4975,C16617,51090943,3036942
4976,C16635,51090961,10037499
4977,C16641,51090967,60838
4978,C16643,51090968,5484731
4979,C16645,51090970,71448927
4980,C16648,51090972,104896
4981,C16649,51090973,134467
4982,C16650,51090974,135244
4983,C16651,51090975,134459
4984,C16652,51090976,173719
4985,C16653,51090977,6437068
4986,C16654,51090978,24892812
4987,C16655,51090979,3731686
4988,C16656,51090980,6441809
4989,C16665,51090989,21672
4990,C16667,51090991,10369168
4991,C16677,51091000,6438629
4992,C16678,51091001,6437063
4993,C16679,51091002,6506224
4994,C16680,51091003,5363137
4995,C16681,51091004,6436082
4996,C16682,51091005,9947823
4997,C16683,51091006,5289090
4998,C16696,51091018,168082
4999,C16703,96023227,11054778
5000,C16707,96023231,13878324
5001,C16708,96023232,46173814
5002,C16709,96023233,15286666
5003,C16710,96023234,26819
5004,C16713,96023237,4837166
5005,C16714,96023238,15560400
5006,C16724,96023248,10345799
5007,C16744,96023268,65049
5008,C16745,96023269,18323
5009,C16748,96023272,4696
5010,C16749,96023273,46173821
5011,C16750,96023274,3035235
5012,C16751,96023275,156006
5013,C16753,96023277,2724360
5014,C16754,96023278,2724362
5015,C16755,96023279,2724361
5016,C16756,96023280,15558498
5017,C16760,96023284,122840
5018,C16761,96023285,46173822
5019,C16762,96023286,5311333
5020,C16763,96023287,30840
5021,C16764,96023288,62769
5022,C16765,96023289,54680783
5023,C16766,96023290,6436023
5024,C16767,96023291,11969548
5025,C16768,96023292,155335
5026,C16769,96023293,46173823
5027,C16770,96023294,46173824
5028,C16772,96023296,17100
5029,C16775,96023299,10104370
5030,C16777,96023301,18818
5031,C16778,96023302,5944
5032,C16779,96023303,5316534
5033,C16780,96023304,12304687
5034,C16781,96023305,12304690
5035,C16792,96023316,10540577
5036,C16793,96023317,5491970
5037,C16795,96023319,164601
5038,C16797,96023321,46173829
5039,C16798,96023322,46173830
5040,C16799,96023323,14605093
5041,C16800,96023324,46173831
5042,C16801,96023325,46173832
5043,C16802,96023326,20054929
5044,C16803,96023327,46173833
5045,C16804,96023328,4728
5046,C16805,96023329,54682651
5047,C16806,96023330,54678504
5048,C16807,96023331,54676884
5049,C16810,96023334,162381
5050,C16813,96023337,171455
5051,C16814,96023338,3033866
5052,C16815,96023339,12306048
5053,C16816,96023340,46173836
5054,C16818,96023342,46173837
5055,C16819,96023343,12304433
5056,C16820,96023344,20055294
5057,C16825,96023349,75699
5058,C16826,96023350,445683
5059,C16829,96023353,6365330
5060,C16838,96023362,5359485
5061,C16839,96023363,10865808
5062,C16851,135626060,11105289
5063,C16852,96023375,23252084
5064,C16854,135626061,56928088
5065,C16855,96023376,135871116
5066,C16856,96023377,101650338
5067,C16857,96023378,10865865
5068,C16870,135626064,56928090
5069,C16871,135626065,6437860
5070,C16872,135626066,6440821
5071,C16885,96023388,46173842
5072,C16886,96023389,46173843
5073,C16887,96023390,46173844
5074,C16888,96023391,46173845
5075,C16899,135626074,56928092
5076,C16907,135626079,56928094
5077,C16908,96023401,1742210
5078,C16909,96023402,10106
5079,C16911,96023404,5316673
5080,C16913,96023406,46173847
5081,C16915,96023408,100528
5082,C16922,96023414,9547215
5083,C16923,96023415,12302120
5084,C16930,96023422,68148
5085,C16931,96023423,11969542
5086,C16932,96023424,14203
5087,C16939,96023428,73659
5088,C16940,96023429,188308
5089,C16952,96023439,107982
5090,C16957,96023444,129290
5091,C16958,96023445,12305178
5092,C16962,96023448,259803
5093,C16968,96023454,5320083
5094,C16969,96023455,259577
5095,C16972,96023458,3037884
5096,C16978,96023464,5318591
5097,C16979,96023465,5318597
5098,C16981,96023467,5486199
5099,C16986,96023472,480865
5100,C16989,96023475,503737
5101,C16998,96023484,46173851
5102,C17003,96023488,12304409
5103,C17011,96023494,6452294
5104,C17012,96023495,10452259
5105,C17013,96023496,12313347
5106,C17024,96023505,44631186
5107,C17029,96023508,185556
5108,C17030,96023509,467798
5109,C17031,96023510,21125501
5110,C17032,96023511,467797
5111,C17033,96023512,12313357
5112,C17034,96023513,46173854
5113,C17035,96023514,46173855
5114,C17036,96023515,46173856
5115,C17038,96023516,46173857
5116,C17039,96023517,3083575
5117,C17040,96023518,155380
5118,C17041,96023519,46173858
5119,C17042,96023520,46173859
5120,C17045,96023523,10639
5121,C17048,96023526,101712
5122,C17049,96023527,185611
5123,C17050,96023528,12313355
5124,C17051,96023529,46173860
5125,C17052,96023530,182116
5126,C17053,96023531,46173861
5127,C17054,96023532,182244
5128,C17055,96023533,130796
5129,C17056,96023534,5320623
5130,C17057,96023535,21550576
5131,C17058,96023536,10063
5132,C17059,96023537,5320946
5133,C17062,96023540,61041
5134,C17065,96023543,11074502
5135,C17067,96023545,12315525
5136,C17068,96023546,10457051
5137,C17072,96023550,259991
5138,C17073,96023551,11230
5139,C17074,96023552,46173862
5140,C17076,96023554,12530
5141,C17088,96023563,86608
5142,C17091,96023566,6440935
5143,C17124,96023589,6432005
5144,C17125,96023590,6432469
5145,C17140,96023593,5320686
5146,C17147,96023599,5280633
5147,C17148,96023600,10494
5148,C17208,135626097,135562690
5149,C17211,96023619,22266652
5150,C17216,96023624,22266653
5151,C17220,96023628,22266655
5152,C17221,96023629,101140117
5153,C17224,96023632,44237314
5154,C17228,96023636,44237170
5155,C17232,96023640,44237296
5156,C17234,96023642,6449989
5157,C17240,96023648,46173871
5158,C17244,96023652,90659312
5159,C17248,96023655,46173874
5160,C17250,96023657,46173875
5161,C17252,96023659,46173876
5162,C17254,96023661,46173877
5163,C17256,96023663,46173878
5164,C17257,96023664,46173879
5165,C17271,96023676,46173880
5166,C17272,96023677,46173881
5167,C17273,96023678,46173882
5168,C17274,96023679,46173883
5169,C17275,96023680,46173884
5170,C17277,96023682,9855795
5171,C17278,376218949,5282775
5172,C17279,376218950,71581067
5173,C17380,96023733,6751
5174,C17384,96023737,7794
5175,C17391,96023744,73607
5176,C17393,96023746,5284419
5177,C17410,96023760,162859
5178,C17412,96023762,479503
5179,C17417,96023767,10701737
5180,C17426,96023776,101300
5181,C17429,96023779,46173906
5182,C17431,96023781,46173908
5183,C17432,96023782,5462210
5184,C17435,96023785,24892764
5185,C17441,96023791,46173909
5186,C17443,96023793,46173910
5187,C17445,96023795,5318880
5188,C17446,96023796,11982640
5189,C17450,96023800,10023290
5190,C17451,96023801,10430488
5191,C17452,96023802,11740990
5192,C17457,163311802,24868421
5193,C17459,96023807,46173912
5194,C17460,96023808,15558620
5195,C17461,96023809,46173914
5196,C17468,96023816,11263254
5197,C17469,96023817,21637110
5198,C17476,96023824,46173917
5199,C17483,96023830,164722
5200,C17487,96023833,46173919
5201,C17492,96023838,153845
5202,C17495,96023841,168114
5203,C17497,96023843,31211
5204,C17498,96023844,11141699
5205,C17504,96023850,46173923
5206,C17505,96023851,99856
5207,C17506,96023852,46173924
5208,C17507,96023853,184515
5209,C17508,96023854,46173925
5210,C17513,96023858,9940690
5211,C17517,96023862,8748
5212,C17518,96023863,11467
5213,C17522,96023867,12310253
5214,C17523,96023868,12310256
5215,C17524,96023869,46173927
5216,C17525,96023870,24836925
5217,C17526,96023871,24179955
5218,C17529,96023874,11168362
5219,C17531,96023876,174157
5220,C17536,96023881,46173928
5221,C17537,96023882,46173929
5222,C17538,96023883,20054872
5223,C17539,96023884,46173930
5224,C17540,96023885,10079497
5225,C17541,96023886,46173931
5226,C17542,96023887,46173932
5227,C17543,96023888,11815492
5228,C17544,96023889,13386145
5229,C17545,96023890,70698008
5230,C17549,96023894,46173936
5231,C17550,96023895,46173937
5232,C17553,96023898,71448930
5233,C17555,96023900,5318997
5234,C17556,96023901,5283548
5235,C17563,96023908,5319943
5236,C17568,96023913,5283544
5237,C17569,96023914,5283546
5238,C17585,96023930,12302171
5239,C17591,96023936,160500
5240,C17592,96023937,92732
5241,C17600,96023945,5319938
5242,C17621,96023965,5363397
5243,C17622,96023966,11073781
5244,C17623,96023967,638012
5245,C17634,96023978,49787030
5246,C17637,96023981,46173962
5247,C17638,96023982,46173963
5248,C17639,96023983,122738
5249,C17640,96023984,124017
5250,C17661,96024004,164672
5251,C17662,96024005,127601
5252,C17664,96024007,5283827
5253,C17669,96024012,155381
5254,C17670,96024013,155011
5255,C17675,96024018,46173973
5256,C17687,96024028,5283833
5257,C17690,96024030,97790
5258,C17714,96024044,8094
5259,C17715,96024045,8180
5260,C17737,96024066,160636
5261,C17754,96024081,135871118
5262,C17757,96024084,46173992
