,KEGG,Pubchem SID,Pubchem CID
2202,C09113,11305,442043
2203,C09114,11306,442044
2204,C09115,11307,442045
2205,C09116,11308,72734291
2206,C09117,11309,442047
2207,C09118,11310,442048
2208,C09119,11311,5281372
2209,C09120,11312,6325446
2210,C09121,11313,46173779
2211,C09122,11314,442050
2212,C09123,11315,442051
2213,C09124,11316,442052
2214,C09125,11317,5281376
2215,C09126,11318,5281377
2216,C09127,11319,5281378
2217,C09128,11320,73401
2218,C09129,11321,11953924
2219,C09132,11324,442057
2220,C09133,11325,3083909
2221,C09134,11326,5281382
2222,C09135,11327,442060
2223,C09136,11328,442061
2224,C09137,11329,11953925
2225,C09138,11330,442063
2226,C09139,11331,73489
2227,C09140,11332,5281384
2228,C09141,11333,10211
2229,C09143,11335,5281385
2230,C09144,11336,5281386
2231,C09145,11337,5281387
2232,C09146,11338,101699
2233,C09147,11339,64972
2234,C09148,11340,158755
2235,C09149,11341,71203
2236,C09150,11342,442067
2237,C09151,11343,442068
2238,C09153,11345,334044
2239,C09154,11346,3213
2240,C09155,11347,442070
2241,C09157,11349,5281391
2242,C09158,11350,5281392
2243,C09159,11351,220338
2244,C09160,11352,442072
2245,C09161,11353,442073
2246,C09162,11354,73453
2247,C09163,11355,162209
2248,C09164,11356,31116
2249,C09165,11357,128834
2250,C09166,11358,442074
2251,C09168,11360,5462427
2252,C09170,11362,442077
2253,C09171,11363,93017
2254,C09172,11364,442078
2255,C09173,11365,99535
2256,C09174,11366,442079
2257,C09175,11367,5281393
2258,C09176,11368,65719
2259,C09177,11369,168199
2260,C09178,11370,162824
2261,C09179,11371,442082
2262,C09180,11372,442083
2263,C09182,11374,442084
2264,C09183,11375,163263
2265,C09184,11376,442085
2266,C09185,11377,442086
2267,C09186,11378,5281395
2268,C09187,11379,442088
2269,C09188,11380,155764
2270,C09189,11381,442089
2271,C09190,11382,5281396
2272,C09191,11383,442091
2273,C09192,11384,5281397
2274,C09194,11386,73588
2275,C09196,11388,275528
2276,C09198,11390,5281400
2277,C09201,11392,442098
2278,C09202,11393,294491
2279,C09203,11394,5462428
2280,C09204,11395,107985
2281,C09205,11396,5281402
2282,C09206,11397,442101
2283,C09207,11398,5462429
2284,C09209,11400,5281404
2285,C09210,11401,442104
2286,C09211,11402,442105
2287,C09214,11405,442108
2288,C09215,11406,442109
2289,C09216,11407,5281406
2290,C09218,11409,442110
2291,C09219,11410,442111
2292,C09223,11414,216272
2293,C09224,11415,394162
2294,C09225,11416,442112
2295,C09230,11421,96364
2296,C09231,11422,160179
2297,C09232,11423,442113
2298,C09233,11424,171175
2299,C09234,11425,172448
2300,C09238,11429,65752
2301,C09239,11430,20055020
2302,C09240,11431,168919
2303,C09241,11432,73073
2304,C09243,11434,442118
2305,C09244,11435,20485
2306,C09246,11437,5281411
2307,C09248,11439,72341
2308,C09251,11442,15376
2309,C09255,11446,101595
2310,C09256,11447,8969
2311,C09257,11448,442125
2312,C09258,11449,442126
2313,C09260,11451,442128
2314,C09261,11452,442129
2315,C09262,11453,442130
2316,C09263,11454,5281416
2317,C09264,11455,5281417
2318,C09265,11456,5273569
2319,C09266,11457,5281418
2320,C09267,11458,119066
2321,C09268,11459,10748
2322,C09269,11460,10212
2323,C09270,11461,442133
2324,C09271,11462,442134
2325,C09272,11463,442135
2326,C09273,11464,343582
2327,C09274,11465,442136
2328,C09275,11466,5281419
2329,C09276,11467,334704
2330,C09277,11468,73230
2331,C09278,11469,26305
2332,C09279,11470,73191
2333,C09280,11471,10228
2334,C09281,11472,5281420
2335,C09282,11473,33306
2336,C09283,11474,8616
2337,C09284,11475,442137
2338,C09285,11476,4825
2339,C09286,11477,442138
2340,C09287,11478,442139
2341,C09288,11479,442140
2342,C09289,11480,72724
2343,C09290,11481,5281421
2344,C09291,11482,100302
2345,C09292,11483,92119
2346,C09293,11484,442142
2347,C09294,11485,12306850
2348,C09295,11486,160153
2349,C09296,11487,5281422
2350,C09297,11488,5281423
2351,C09298,11489,442144
2352,C09299,11490,442145
2353,C09300,11491,282529
2354,C09301,11492,442146
2355,C09302,11493,442147
2356,C09303,11494,169494
2357,C09304,11495,5281424
2358,C09305,11496,6199
2359,C09306,11497,1119
2360,C09307,11498,5281425
2361,C09308,11499,442148
2362,C09309,11500,442149
2363,C09310,11501,442150
2364,C09311,11502,8417
2365,C09312,11503,68229
2366,C09313,11504,148724
2367,C09314,11505,5585
2368,C09315,11506,5281426
2369,C09316,11507,442151
2370,C09317,11508,65188
2371,C09318,11509,442152
2372,C09319,11510,442153
2373,C09320,11511,442154
2374,C09322,11513,160502
2375,C09323,11514,167937
2376,C09324,11515,442155
2377,C09325,11516,442156
2378,C09327,11518,442158
2379,C09328,11519,442159
2380,C09330,11521,442161
2381,C09334,11525,5462433
2382,C09335,11526,161741
2383,C09337,11528,442166
2384,C09338,11529,164710
2385,C09339,11530,160597
2386,C09340,11531,442167
2387,C09344,11535,65030
2388,C09345,11536,5281428
2389,C09346,11537,442171
2390,C09349,11540,5281429
2391,C09350,11541,442173
2392,C09351,11542,5281430
2393,C09352,11543,12300019
2394,C09353,11544,5281431
2395,C09354,11545,442175
2396,C09355,11546,5281432
2397,C09356,11547,5281433
2398,C09357,11548,275182
2399,C09358,11549,442178
2400,C09359,11550,442179
2401,C09360,11551,442180
2402,C09361,11552,11953932
2403,C09362,11553,5281435
2404,C09363,11554,442183
2405,C09364,11555,10237
2406,C09365,11556,10154
2407,C09366,11557,133322
2408,C09367,11558,12441
2409,C09368,11559,23335
2410,C09369,11560,442184
2411,C09371,11562,94149
2412,C09372,11563,120698
2413,C09373,11564,174870
2414,C09374,11565,291096
2415,C09375,11566,442186
2416,C09376,11567,442187
2417,C09377,11568,442188
2418,C09378,11569,167852
2419,C09379,11570,442189
2420,C09380,11571,442190
2421,C09381,11572,257278
2422,C09382,11573,5281437
2423,C09383,11574,442191
2424,C09384,11575,442192
2425,C09385,11576,119093
2426,C09386,11577,14631
2427,C09387,11578,73174
2428,C09388,11579,6325056
2429,C09389,11580,442194
2430,C09390,11581,442195
2431,C09391,11582,10206
2432,C09392,11583,442196
2433,C09393,11584,442197
2434,C09394,11585,167683
2435,C09395,11586,5281439
2436,C09396,11587,442199
2437,C09397,11588,442200
2438,C09399,11590,442202
2439,C09401,11592,5281440
2440,C09402,11593,442205
2441,C09403,11594,442206
2442,C09404,11595,72540
2443,C09405,11596,5281441
2444,C09406,11597,100572
2445,C09407,11598,5281442
2446,C09408,11599,442209
2447,C09409,11600,442210
2448,C09412,11603,5281443
2449,C09413,11604,5281444
2450,C09414,11605,5281445
2451,C09415,11606,442214
2452,C09416,11607,5281446
2453,C09417,11608,5281447
2454,C09419,11610,73400
2455,C09420,11611,442217
2456,C09421,11612,10219
2457,C09422,11613,442218
2458,C09423,11614,442219
2459,C09424,11615,442220
2460,C09425,11616,5281448
2461,C09427,11618,5281449
2462,C09428,11619,5281450
2463,C09429,11620,5281451
2464,C09430,11621,177893
2465,C09431,11622,11953933
2466,C09432,11623,5281453
2467,C09433,11624,5281454
2468,C09434,11625,5281455
2469,C09435,11626,5281456
2470,C09436,11627,5281457
2471,C09437,11628,11953934
2472,C09438,11629,40305
2473,C09439,11630,5281459
2474,C09440,11631,5281460
2475,C09441,11632,442233
2476,C09442,11633,5281461
2477,C09443,11634,5281462
2478,C09444,11635,442236
2479,C09445,11636,442237
2480,C09446,11637,16754
2481,C09447,11638,5281463
2482,C09448,11639,5281464
2483,C09449,11640,5281465
2484,C09450,11641,442240
2485,C09451,11642,442241
2486,C09452,11643,442242
2487,C09453,11644,442243
2488,C09454,11645,161573
2489,C09455,11646,267247
2490,C09456,11647,442244
2491,C09458,11649,175902
2492,C09459,11650,442246
2493,C09460,11651,15623
2494,C09461,11652,72343
2495,C09462,11653,442247
2496,C09463,11654,442248
2497,C09464,11655,442249
2498,C09465,11656,442250
2499,C09466,11657,5281466
2500,C09467,11658,11953935
2501,C09468,11659,5281468
2502,C09469,11660,5281469
2503,C09470,11661,442254
2504,C09471,11662,442255
2505,C09472,11663,442256
2506,C09473,11664,23205
2507,C09474,11665,9998730
2508,C09475,11666,5281471
2509,C09476,11667,442258
2510,C09477,11668,5281472
2511,C09478,11669,442260
2512,C09479,11670,442261
2513,C09480,11671,442262
2514,C09481,11672,88590
2515,C09482,11673,42295
2516,C09483,11674,442263
2517,C09484,11675,73285
2518,C09485,11676,155585
2519,C09486,11677,5281473
2520,C09487,11678,442265
2521,C09488,11679,65156
2522,C09489,11680,442266
2523,C09490,11681,174880
2524,C09491,11682,5281474
2525,C09492,11683,5281475
2526,C09493,11684,5281476
2527,C09494,11685,442270
2528,C09495,11686,6915739
2529,C09496,11687,442272
2530,C09497,11688,5281478
2531,C09498,11689,168722
2532,C09499,11690,92265
2533,C09500,11691,5281479
2534,C09501,11692,11953936
2535,C09502,11693,442276
2536,C09503,11694,22226
2537,C09504,11695,93016
2538,C09505,11696,442277
2539,C09506,11697,442278
2540,C09507,11698,442279
2541,C09508,11699,5462436
2542,C09509,11700,5281483
2543,C09510,11701,442281
2544,C09511,11702,442282
2545,C09512,11703,5281484
2546,C09513,11704,5281485
2547,C09514,11705,14845451
2548,C09515,11706,442284
2549,C09516,11707,5281487
2550,C09517,11708,5281488
2551,C09518,11709,11953937
2552,C09520,11711,5281490
2553,C09521,11712,5281491
2554,C09522,11713,5281492
2555,C09523,11714,442288
2556,C09525,11716,161538
2557,C09526,11717,442290
2558,C09527,11718,5281493
2559,C09528,11719,442291
2560,C09529,11720,442292
2561,C09530,11721,442293
2562,C09531,11722,442294
2563,C09532,11723,442295
2564,C09533,11724,5281494
2565,C09534,11725,257279
2566,C09535,11726,11953938
2567,C09536,11727,5281496
2568,C09538,11729,452191
2569,C09539,11730,312134
2570,C09540,11731,5281497
2571,C09541,11732,133323
2572,C09542,11733,5281498
2573,C09543,11734,197726
2574,C09544,11735,188297
2575,C09545,11736,237619
2576,C09546,11737,442300
2577,C09547,11738,181128
2578,C09548,11739,11953939
2579,C09549,11740,10143
2580,C09550,11741,11281
2581,C09551,11742,5281500
2582,C09552,11743,442303
2583,C09553,11744,72323
2584,C09554,11745,5281501
2585,C09555,11746,442304
2586,C09556,11747,46173780
2587,C09557,11748,227830
2588,C09558,11749,73397
2589,C09559,11750,174868
2590,C09560,11751,442306
2591,C09561,11752,446378
2592,C09562,11753,155173
2593,C09563,11754,5281503
2594,C09564,11755,5281504
2595,C09566,11757,5281505
2596,C09568,11759,442311
2597,C09570,11761,75729
2598,C09571,11762,442313
2599,C09572,11763,5281507
2600,C09573,11764,442315
2601,C09574,11765,442316
2602,C09575,11766,442317
2603,C09576,11767,179375
2604,C09577,11768,442318
2605,C09578,11769,442319
2606,C09579,11770,442320
2607,C09580,11771,442321
2608,C09581,11772,73337
2609,C09582,11773,442322
2610,C09583,11774,5281508
2611,C09584,11775,442324
2612,C09585,11776,5281509
2613,C09586,11777,5281510
2614,C09587,11778,442327
2615,C09589,11780,442328
2616,C09590,11781,100230
2617,C09591,11782,8564
2618,C09592,11783,275196
2619,C09593,11784,442330
2620,C09594,11785,5462437
2621,C09595,11786,4501
2622,C09596,11787,100231
2623,C09597,11788,442332
2624,C09598,11789,442333
2625,C09599,11790,185623
2626,C09600,11791,94253
2627,C09601,11792,5281511
2628,C09602,11793,442334
2629,C09603,11794,442335
2630,C09604,11795,442336
2631,C09605,11796,442337
2632,C09606,11797,72646
2633,C09607,11798,5281512
2634,C09608,11799,73053
2635,C09612,11803,65380
2636,C09613,11804,442340
2637,C09614,11805,92775
2638,C09615,11806,442341
2639,C09616,11807,164630
2640,C09617,11808,73533
2641,C09618,11809,442342
2642,C09621,11811,442343
2643,C09622,11812,185781
2644,C09623,11813,5281514
2645,C09624,11814,442345
2646,C09625,11815,10657
2647,C09626,11816,442346
2648,C09627,11817,161937
2649,C09628,11818,442347
2650,C09629,11819,5281515
2651,C09630,11820,442348
2652,C09631,11821,65575
2653,C09632,11822,442349
2654,C09633,11823,10719
2655,C09635,11825,442351
2656,C09636,11826,442352
2657,C09637,11827,442353
2658,C09638,11828,442354
2659,C09639,11829,92042749
2660,C09641,11831,158280
2661,C09642,11832,91588
2662,C09643,11833,5459308
2663,C09644,11834,169676
2664,C09645,11835,442357
2665,C09646,11836,442358
2666,C09647,11837,442359
2667,C09648,11838,93081
2668,C09649,11839,442360
2669,C09650,11840,442361
2670,C09651,11841,442362
2671,C09652,11842,442363
2672,C09653,11843,442364
2673,C09654,11844,73078
2674,C09655,11845,21470
2675,C09656,11846,159795
2676,C09657,11847,85259
2677,C09658,11848,442365
2678,C09659,11849,442366
2679,C09660,11850,442367
2680,C09661,11851,362568
2681,C09662,11852,15571694
2682,C09663,11853,92762
2683,C09664,11854,91457
2684,C09665,11855,5281516
2685,C09666,11856,5281517
2686,C09667,11857,442369
2687,C09668,11858,5281518
2688,C09670,11860,160503
2689,C09671,11861,226520
2690,C09672,11862,5281519
2691,C09673,11863,442371
2692,C09675,11865,3515
2693,C09676,11866,227829
2694,C09677,11867,442373
2695,C09678,11868,442374
2696,C09679,11869,5462439
2697,C09680,11870,115300
2698,C09681,11871,125608
2699,C09682,11872,121536
2700,C09684,11874,5281520
2701,C09685,11875,442377
2702,C09686,11876,442378
2703,C09687,11877,344199
2704,C09688,11878,344200
2705,C09689,11879,442379
2706,C09690,11880,5281521
2707,C09691,11881,5281522
2708,C09693,11883,442381
2709,C09694,11884,5281523
2710,C09695,11885,108125
2711,C09697,11887,5281524
2712,C09698,11888,92812
2713,C09699,11889,289151
2714,C09700,11890,442383
2715,C09702,11892,159088
2716,C09704,11893,5281525
2717,C09705,11894,442384
2718,C09706,11895,5281526
2719,C09707,11896,5281527
2720,C09708,11897,93306
2721,C09709,11898,442387
2722,C09710,11899,442388
2723,C09712,11901,72503
2724,C09714,11902,5281528
2725,C09715,11903,108064
2726,C09717,11905,442391
2727,C09718,11906,10889018
2728,C09719,11907,5281531
2729,C09720,11908,5281532
2730,C09722,11910,183116
2731,C09723,11911,442393
2732,C09724,11912,124035
2733,C09725,11913,13559439
2734,C09726,11914,160270
2735,C09727,11915,72276
2736,C09728,11916,182232
2737,C09729,11917,5281534
2738,C09730,11918,5281535
2739,C09731,11919,65064
2740,C09732,11920,83489
2741,C09734,11922,442396
2742,C09735,11923,442397
2743,C09736,11924,442398
2744,C09737,11925,442399
2745,C09738,11926,442400
2746,C09739,11927,442401
2747,C09740,11928,442402
2748,C09743,11931,6440940
2749,C09744,11932,442405
2750,C09745,11933,442406
2751,C09747,11935,442408
2752,C09748,11936,72502
2753,C09749,11937,442409
2754,C09750,11938,92776
2755,C09751,11939,442410
2756,C09752,11940,124049
2757,C09753,11941,442411
2758,C09754,11942,442412
2759,C09755,11943,10621
2760,C09756,11944,73635
2761,C09757,11945,442413
2762,C09758,11946,390361
2763,C09759,11947,151670
2764,C09760,11948,442414
2765,C09761,11949,155169
2766,C09762,11950,114829
2767,C09763,11951,198549
2768,C09764,11952,442415
2769,C09765,11953,442416
2770,C09766,11954,5281540
2771,C09767,11955,115149
2772,C09768,11956,442418
2773,C09769,11957,84298
2774,C09770,11958,442419
2775,C09771,11959,91458
2776,C09772,11960,442420
2777,C09773,11961,53297354
2778,C09774,11962,442421
2779,C09775,11963,53297355
2780,C09776,11964,65689
2781,C09777,11965,442422
2782,C09778,11966,5281541
2783,C09779,11967,53297356
2784,C09780,11968,442424
2785,C09781,11969,107848
2786,C09782,11970,88708
2787,C09783,11971,5281542
2788,C09784,11972,442425
2789,C09785,11973,442426
2790,C09786,11974,442427
2791,C09787,11975,5281543
2792,C09788,11976,73466
2793,C09789,11977,442428
2794,C09790,11978,442429
2795,C09791,11979,161367
2796,C09792,11980,442430
2797,C09793,11981,442431
2798,C09794,11982,6325757
2799,C09795,11983,442432
2800,C09796,11984,5281545
2801,C09797,11985,72319
2802,C09798,11986,442433
2803,C09799,11987,10982109
2804,C09800,11988,442435
2805,C09801,11989,442436
2806,C09802,11990,73467
2807,C09803,11991,442437
2808,C09804,11992,11652906
2809,C09805,11993,114627
2810,C09806,11994,442439
2811,C09807,11995,442440
2812,C09808,11996,193876
2813,C09826,12014,73202
2814,C09827,12015,68071
2815,C09828,12016,442454
2816,C09829,12017,442455
2817,C09830,12018,442456
2818,C09831,12019,442457
2819,C09832,12020,155094
2820,C09833,12021,73571
2821,C09834,12022,442458
2822,C09835,12023,442459
2823,C09836,12024,10545
2824,C09837,12025,442460
2825,C09839,12026,442461
2826,C09840,12027,10364
2827,C09841,12028,442462
2828,C09842,12029,16747
2829,C09843,12030,442463
2830,C09844,12031,2758
2831,C09845,12032,5281547
2832,C09846,12033,5281548
2833,C09847,12034,643779
2834,C09848,12035,75427
2835,C09849,12036,101977
2836,C09854,12041,79023
2837,C09856,12043,442470
2838,C09858,12044,442471
2839,C09859,12045,14525
2840,C09860,12046,442472
2841,C09861,12047,1549026
2842,C09863,12049,442474
2843,C09868,12054,329983
2844,C09870,12056,220674
2845,C09871,12057,643820
2846,C09873,12059,5281553
2847,C09874,12060,442481
2848,C09875,12061,442482
2849,C09877,12063,442484
2850,C09880,12066,6654
2851,C09882,12068,14896
2852,C09884,12070,121719
2853,C09885,12071,61362
2854,C09887,12073,161734
2855,C09893,12079,442495
2856,C09894,12080,5281555
2857,C09896,12082,442497
2858,C09898,12084,7462
2859,C09900,12086,7461
2860,C09902,12088,442501
2861,C09904,12090,3611
2862,C09905,12091,12649
2863,C09906,12092,261491
2864,C09908,12094,6989
2865,C09909,12095,68252
2866,C09911,12097,442504
2867,C09913,12099,29025
2868,C09920,12106,73384
2869,C09925,12111,5273621
2870,C09926,12112,88308
2871,C09931,12117,442514
2872,C09938,12124,442519
2873,C09939,12125,442520
2874,C09945,12131,442525
2875,C09947,12133,5281565
2876,C09952,12138,5281567
2877,C09955,12141,442530
2878,C09959,12145,442534
2879,C09967,12153,442540
2880,C09970,12156,442542
2881,C09972,12158,442543
2882,C09973,12159,442544
2883,C09975,12161,442546
2884,C09978,12164,73447
2885,C09980,12166,5281575
2886,C09981,12167,5281576
2887,C09982,12168,177696
2888,C10017,12203,5281599
2889,C10018,12204,5281600
2890,C10019,12205,5281601
2891,C10020,12206,5281602
2892,C10021,12207,5281603
2893,C10022,12208,5281604
2894,C10023,12209,5281605
2895,C10024,12210,442583
2896,C10025,12211,64982
2897,C10026,12212,442584
2898,C10027,12213,5281606
2899,C10028,12214,5281607
2900,C10029,12215,88881
2901,C10030,12216,5281608
2902,C10031,12217,189065
2903,C10032,12218,162464
2904,C10033,12219,160237
2905,C10034,12220,5281609
2906,C10035,12221,442586
2907,C10036,12222,5281610
2908,C10037,12223,5281611
2909,C10038,12224,5281612
2910,C10039,12225,5281613
2911,C10040,12226,5273755
2912,C10041,12227,5281614
2913,C10042,12228,5281615
2914,C10043,12229,10680
2915,C10044,12230,5281616
2916,C10045,12231,117900
2917,C10046,12232,5281617
2918,C10047,12233,5281618
2919,C10048,12234,5271805
2920,C10049,12235,5281619
2921,C10050,12236,5281620
2922,C10051,12237,5281621
2923,C10052,12238,5281622
2924,C10053,12239,5281623
2925,C10054,12240,5281624
2926,C10055,12241,5281625
2927,C10056,12242,5281626
2928,C10057,12243,5281627
2929,C10058,12244,5281628
2930,C10059,12245,5281629
2931,C10060,12246,5281630
2932,C10061,12247,5281631
2933,C10063,12249,5281633
2934,C10064,12250,5281634
2935,C10065,12251,5281635
2936,C10067,12253,5281637
2937,C10068,12254,5281638
2938,C10069,12255,5281639
2939,C10070,12256,5281640
2940,C10071,12257,5281641
2941,C10072,12258,5281642
2942,C10073,12259,5281643
2943,C10074,12260,5281644
2944,C10075,12261,5281645
2945,C10076,12262,5281646
2946,C10077,12263,5281647
2947,C10078,12264,5281648
2948,C10079,12265,5281649
2949,C10080,12266,5281650
2950,C10081,12267,5281651
2951,C10082,12268,5281652
2952,C10083,12269,5281653
2953,C10084,12270,5281654
2954,C10086,12272,5281656
2955,C10087,12273,5281657
2956,C10088,12274,5281658
2957,C10089,12275,5281659
2958,C10090,12276,126451
2959,C10091,12277,5281660
2960,C10092,12278,5281661
2961,C10093,12279,5281662
2962,C10094,12280,5281663
2963,C10095,12281,5281664
2964,C10097,12283,5281665
2965,C10098,12284,5281666
2966,C10099,12285,5281667
2967,C10100,12286,5281668
2968,C10101,12287,442614
2969,C10102,12288,442615
2970,C10103,12289,5281669
2971,C10104,12290,442617
2972,C10105,12291,5281670
2973,C10106,12292,5281671
2974,C10107,12293,5281672
2975,C10108,12294,5281673
2976,C10109,12295,442618
2977,C10110,12296,442619
2978,C10111,12297,160921
2979,C10112,12298,72344
2980,C10113,12299,5281674
2981,C10114,12300,5281675
2982,C10115,12301,5281676
2983,C10116,12302,442621
2984,C10117,12303,5281677
2985,C10118,12304,5281678
2986,C10119,12305,31161
2987,C10120,12306,5281679
2988,C10121,12307,11055
2989,C10122,12308,5281680
2990,C10123,12309,5281681
2991,C10124,12310,189377
2992,C10125,12311,442625
2993,C10126,12312,11388
2994,C10127,12313,249887
2995,C10128,12314,10355
2996,C10129,12315,2230
2997,C10130,12316,442626
2998,C10131,12317,49787016
2999,C10132,12318,442628
3000,C10134,12320,442629
3001,C10135,12321,442630
3002,C10136,12322,193405
3003,C10138,12324,442632
3004,C10139,12325,5281684
3005,C10141,12327,72258
3006,C10142,12328,442635
3007,C10144,12330,72259
3008,C10146,12332,3442
3009,C10148,12334,442638
3010,C10149,12335,3532
3011,C10150,12336,54697782
3012,C10151,12337,46173782
3013,C10152,12338,442642
3014,C10153,12339,442643
3015,C10155,12341,442645
3016,C10156,12342,442646
3017,C10157,12343,442647
3018,C10158,12344,442648
3019,C10159,12345,169683
3020,C10160,12346,442649
3021,C10161,12347,10249
3022,C10162,12348,5281688
3023,C10163,12349,442651
3024,C10164,12350,1018
3025,C10165,12351,5281689
3026,C10166,12352,637858
3027,C10167,12353,442654
3028,C10168,12354,120641
3029,C10170,12356,442656
3030,C10171,12357,442657
3031,C10172,12358,448301
3032,C10173,12359,51683
3033,C10175,12361,5281690
3034,C10176,12362,5281691
3035,C10177,12363,5281692
3036,C10178,12364,5281693
3037,C10179,12365,5281694
3038,C10180,12366,5281695
3039,C10181,12367,442658
3040,C10182,12368,5281696
3041,C10183,12369,124211
3042,C10184,12370,5281697
3043,C10185,12371,5281698
3044,C10186,12372,145659
3045,C10187,12373,442659
3046,C10188,12374,5281699
3047,C10189,12375,5281700
3048,C10190,12376,68077
3049,C10191,12377,442662
3050,C10192,12378,5281701
3051,C10193,12379,5281702
3052,C10194,12380,442663
3053,C10195,12381,442664
3054,C10196,12382,442665
3055,C10197,12383,5281703
3056,C10198,12384,442666
3057,C10199,12385,5281704
3058,C10200,12386,442667
3059,C10201,12387,442668
3060,C10202,12388,5281705
3061,C10203,12389,5281706
3062,C10204,12390,442670
3063,C10205,12391,5281707
3064,C10206,12392,126540
3065,C10207,12393,156777
3066,C10208,12394,5281708
3067,C10209,12395,442671
3068,C10210,12396,16129621
3069,C10211,12397,5281709
3070,C10212,12398,73644
3071,C10213,12399,442673
3072,C10214,12400,442674
3073,C10215,12401,72284
3074,C10216,12402,107971
3075,C10218,12404,16129622
3076,C10219,12405,73568
3077,C10220,12406,442676
3078,C10221,12407,442677
3079,C10222,12408,16129623
3080,C10223,12409,442678
3081,C10224,12410,442679
3082,C10225,12411,442680
3083,C10227,12413,442682
3084,C10228,12414,156680
3085,C10229,12415,16129624
3086,C10230,12416,3001497
3087,C10231,12417,442684
3088,C10232,12418,442685
3089,C10233,12419,442686
3090,C10234,12420,442687
3091,C10235,12421,16131237
3092,C10236,12422,442688
3093,C10237,12423,124025
3094,C10238,12424,147299
3095,C10239,12425,442689
3096,C10240,12426,16129626
3097,C10241,12427,442690
3098,C10242,12428,5281711
3099,C10243,12429,442692
3100,C10244,12430,442693
3101,C10245,12431,5281712
3102,C10246,12432,442694
3103,C10247,12433,181271
3104,C10248,12434,442695
3105,C10249,12435,442696
3106,C10250,12436,5281713
3107,C10251,12437,442697
3108,C10252,12438,442698
3109,C10253,12439,442699
3110,C10254,12440,442700
3111,C10255,12441,185914
3112,C10256,12442,442701
3113,C10258,12444,158594
3114,C10259,12445,442703
3115,C10260,12446,5281714
3116,C10262,12448,119199
3117,C10263,12449,442706
3118,C10264,12450,5281715
3119,C10265,12451,442708
3120,C10266,12452,5281716
3121,C10267,12453,181684
3122,C10268,12454,161413
3123,C10269,12455,181511
3124,C10270,12456,442710
3125,C10271,12457,442711
3126,C10272,12458,181686
3127,C10273,12459,5281717
3128,C10274,12460,146694
3129,C10275,12461,5281718
3130,C10276,12462,5281719
3131,C10277,12463,5281720
3132,C10278,12464,5281721
3133,C10279,12465,5281722
3134,C10280,12466,442714
3135,C10281,12467,442715
3136,C10282,12468,5284370
3137,C10284,12470,394146
3138,C10285,12471,5281725
3139,C10286,12472,5281726
3140,C10287,12473,5281727
3141,C10288,12474,637213
3142,C10289,12475,5281728
3143,C10291,12477,80103
3144,C10294,12480,10207
3145,C10297,12483,11768
3146,C10299,12485,5281729
3147,C10301,12487,5462451
3148,C10303,12489,442725
3149,C10304,12490,442726
3150,C10305,12491,12305761
3151,C10306,12492,36433
3152,C10307,12493,442727
3153,C10308,12494,442728
3154,C10311,12497,442729
3155,C10312,12498,2950
3156,C10313,12499,442730
3157,C10314,12500,68111
3158,C10315,12501,10208
3159,C10316,12502,442731
3160,C10317,12503,442732
3161,C10319,12505,5281732
3162,C10321,12507,442736
3163,C10324,12510,906426
3164,C10325,12511,97448
3165,C10326,12512,73614
3166,C10327,12513,32209
3167,C10328,12514,5281733
3168,C10329,12515,99300
3169,C10330,12516,114843
3170,C10332,12518,308140
3171,C10333,12519,5281734
3172,C10334,12520,108014
3173,C10335,12521,442739
3174,C10336,12522,442740
3175,C10339,12525,442741
3176,C10341,12527,6325507
3177,C10343,12529,3220
3178,C10344,12530,5281736
3179,C10345,12531,99649
3180,C10346,12532,196979
3181,C10347,12533,107938
3182,C10348,12534,5281737
3183,C10349,12535,442744
3184,C10350,12536,9415
3185,C10353,12539,442746
3186,C10354,12540,87014
3187,C10356,12542,5281740
3188,C10357,12543,15060933
3189,C10359,12545,5281741
3190,C10360,12546,442750
3191,C10361,12547,442751
3192,C10363,12549,5281742
3193,C10364,12550,5281743
3194,C10365,12551,442753
3195,C10366,12552,3884
3196,C10368,12554,6755
3197,C10369,12555,10163
3198,C10370,12556,149782
3199,C10374,12560,73072
3200,C10375,12561,5281744
3201,C10376,12562,442756
3202,C10378,12564,442758
3203,C10379,12565,442759
3204,C10380,12566,5281745
3205,C10381,12567,442761
3206,C10382,12568,442762
3207,C10383,12569,5281746
3208,C10384,12570,5319323
3209,C10391,12577,5281750
3210,C10392,12578,4978
3211,C10393,12579,442764
3212,C10394,12580,442765
3213,C10395,12581,6683
3214,C10396,12582,5281752
3215,C10397,12583,442766
3216,C10398,12584,26905
3217,C10400,12586,164663
3218,C10401,12587,10168
3219,C10402,12588,124062
3220,C10403,12589,108053
3221,C10404,12590,73111
3222,C10405,12591,6773
3223,C10407,12593,442767
3224,C10408,12594,5281753
3225,C10409,12595,5281754
3226,C10410,12596,5281755
3227,C10411,12597,185071
3228,C10412,12598,156778
3229,C10413,12599,5281756
3230,C10414,12600,442768
3231,C10415,12601,181994
3232,C10416,12602,442769
3233,C10417,12603,107935
3234,C10418,12604,442770
3235,C10419,12605,442771
3236,C10420,12606,5281757
3237,C10421,12607,124052
3238,C10422,12608,181883
3239,C10424,12609,442773
3240,C10425,12610,442774
3241,C10426,12611,119104
3242,C10428,12613,637563
3243,C10434,12619,5281762
3244,C10443,12626,5281767
3245,C10446,12629,5281770
3246,C10448,12631,16822
3247,C10451,12634,10248
3248,C10452,12635,8815
3249,C10453,12636,3314
3250,C10454,12637,7127
